Group,Subgroup,Code,Desc,Category
T82,535D,T82535D,"Leakage of umbrella device, subsequent encounter",Leakage of umbrella device
T82,535S,T82535S,"Leakage of umbrella device, sequela",Leakage of umbrella device
T82,538A,T82538A,"Leakage of other cardiac and vascular devices and implants, initial encounter",Leakage of other cardiac and vascular devices and implants
T82,538D,T82538D,"Leakage of other cardiac and vascular devices and implants, subsequent encounter",Leakage of other cardiac and vascular devices and implants
T82,538S,T82538S,"Leakage of other cardiac and vascular devices and implants, sequela",Leakage of other cardiac and vascular devices and implants
T82,539A,T82539A,"Leakage of unspecified cardiac and vascular devices and implants, initial encounter",Leakage of unspecified cardiac and vascular devices and implants
T82,539D,T82539D,"Leakage of unspecified cardiac and vascular devices and implants, subsequent encounter",Leakage of unspecified cardiac and vascular devices and implants
T82,539S,T82539S,"Leakage of unspecified cardiac and vascular devices and implants, sequela",Leakage of unspecified cardiac and vascular devices and implants
T82,590A,T82590A,"Other mechanical complication of surgically created arteriovenous fistula, initial encounter",Other mechanical complication of surgically created arteriovenous fistula
T82,590D,T82590D,"Other mechanical complication of surgically created arteriovenous fistula, subsequent encounter",Other mechanical complication of surgically created arteriovenous fistula
T82,590S,T82590S,"Other mechanical complication of surgically created arteriovenous fistula, sequela",Other mechanical complication of surgically created arteriovenous fistula
T82,591A,T82591A,"Other mechanical complication of surgically created arteriovenous shunt, initial encounter",Other mechanical complication of surgically created arteriovenous shunt
T82,591D,T82591D,"Other mechanical complication of surgically created arteriovenous shunt, subsequent encounter",Other mechanical complication of surgically created arteriovenous shunt
T82,591S,T82591S,"Other mechanical complication of surgically created arteriovenous shunt, sequela",Other mechanical complication of surgically created arteriovenous shunt
T82,592A,T82592A,"Other mechanical complication of artificial heart, initial encounter",Other mechanical complication of artificial heart
T82,592D,T82592D,"Other mechanical complication of artificial heart, subsequent encounter",Other mechanical complication of artificial heart
T82,592S,T82592S,"Other mechanical complication of artificial heart, sequela",Other mechanical complication of artificial heart
T82,593A,T82593A,"Other mechanical complication of balloon (counterpulsation) device, initial encounter",Other mechanical complication of balloon (counterpulsation) device
T82,593D,T82593D,"Other mechanical complication of balloon (counterpulsation) device, subsequent encounter",Other mechanical complication of balloon (counterpulsation) device
T82,593S,T82593S,"Other mechanical complication of balloon (counterpulsation) device, sequela",Other mechanical complication of balloon (counterpulsation) device
T82,594A,T82594A,"Other mechanical complication of infusion catheter, initial encounter",Other mechanical complication of infusion catheter
T82,594D,T82594D,"Other mechanical complication of infusion catheter, subsequent encounter",Other mechanical complication of infusion catheter
T82,594S,T82594S,"Other mechanical complication of infusion catheter, sequela",Other mechanical complication of infusion catheter
T82,595A,T82595A,"Other mechanical complication of umbrella device, initial encounter",Other mechanical complication of umbrella device
T82,595D,T82595D,"Other mechanical complication of umbrella device, subsequent encounter",Other mechanical complication of umbrella device
T82,595S,T82595S,"Other mechanical complication of umbrella device, sequela",Other mechanical complication of umbrella device
T82,598A,T82598A,"Other mechanical complication of other cardiac and vascular devices and implants, initial encounter",Other mechanical complication of other cardiac and vascular devices and implants
T82,598D,T82598D,"Other mechanical complication of other cardiac and vascular devices and implants, subsequent encounter",Other mechanical complication of other cardiac and vascular devices and implants
T82,598S,T82598S,"Other mechanical complication of other cardiac and vascular devices and implants, sequela",Other mechanical complication of other cardiac and vascular devices and implants
T82,599A,T82599A,"Other mechanical complication of unspecified cardiac and vascular devices and implants, initial encounter",Other mechanical complication of unspecified cardiac and vascular devices and implants
T82,599D,T82599D,"Other mechanical complication of unspecified cardiac and vascular devices and implants, subsequent encounter",Other mechanical complication of unspecified cardiac and vascular devices and implants
T82,599S,T82599S,"Other mechanical complication of unspecified cardiac and vascular devices and implants, sequela",Other mechanical complication of unspecified cardiac and vascular devices and implants
T82,6XXA,T826XXA,"Infection and inflammatory reaction due to cardiac valve prosthesis, initial encounter",Infection and inflammatory reaction due to cardiac valve prosthesis
T82,6XXD,T826XXD,"Infection and inflammatory reaction due to cardiac valve prosthesis, subsequent encounter",Infection and inflammatory reaction due to cardiac valve prosthesis
T82,6XXS,T826XXS,"Infection and inflammatory reaction due to cardiac valve prosthesis, sequela",Infection and inflammatory reaction due to cardiac valve prosthesis
T82,7XXA,T827XXA,"Infection and inflammatory reaction due to other cardiac and vascular devices, implants and grafts, initial encounter","Infection and inflammatory reaction due to other cardiac and vascular devices, implants and grafts"
T82,7XXD,T827XXD,"Infection and inflammatory reaction due to other cardiac and vascular devices, implants and grafts, subsequent encounter","Infection and inflammatory reaction due to other cardiac and vascular devices, implants and grafts"
T82,7XXS,T827XXS,"Infection and inflammatory reaction due to other cardiac and vascular devices, implants and grafts, sequela","Infection and inflammatory reaction due to other cardiac and vascular devices, implants and grafts"
T82,817A,T82817A,"Embolism due to cardiac prosthetic devices, implants and grafts, initial encounter","Embolism due to cardiac prosthetic devices, implants and grafts"
T82,817D,T82817D,"Embolism due to cardiac prosthetic devices, implants and grafts, subsequent encounter","Embolism due to cardiac prosthetic devices, implants and grafts"
T82,817S,T82817S,"Embolism due to cardiac prosthetic devices, implants and grafts, sequela","Embolism due to cardiac prosthetic devices, implants and grafts"
T82,818A,T82818A,"Embolism due to vascular prosthetic devices, implants and grafts, initial encounter","Embolism due to vascular prosthetic devices, implants and grafts"
T82,818D,T82818D,"Embolism due to vascular prosthetic devices, implants and grafts, subsequent encounter","Embolism due to vascular prosthetic devices, implants and grafts"
T82,818S,T82818S,"Embolism due to vascular prosthetic devices, implants and grafts, sequela","Embolism due to vascular prosthetic devices, implants and grafts"
T82,827A,T82827A,"Fibrosis due to cardiac prosthetic devices, implants and grafts, initial encounter","Fibrosis due to cardiac prosthetic devices, implants and grafts"
T82,827D,T82827D,"Fibrosis due to cardiac prosthetic devices, implants and grafts, subsequent encounter","Fibrosis due to cardiac prosthetic devices, implants and grafts"
T82,827S,T82827S,"Fibrosis due to cardiac prosthetic devices, implants and grafts, sequela","Fibrosis due to cardiac prosthetic devices, implants and grafts"
T82,828A,T82828A,"Fibrosis due to vascular prosthetic devices, implants and grafts, initial encounter","Fibrosis due to vascular prosthetic devices, implants and grafts"
T82,828D,T82828D,"Fibrosis due to vascular prosthetic devices, implants and grafts, subsequent encounter","Fibrosis due to vascular prosthetic devices, implants and grafts"
T82,828S,T82828S,"Fibrosis due to vascular prosthetic devices, implants and grafts, sequela","Fibrosis due to vascular prosthetic devices, implants and grafts"
T82,837A,T82837A,"Hemorrhage due to cardiac prosthetic devices, implants and grafts, initial encounter","Hemorrhage due to cardiac prosthetic devices, implants and grafts"
T82,837D,T82837D,"Hemorrhage due to cardiac prosthetic devices, implants and grafts, subsequent encounter","Hemorrhage due to cardiac prosthetic devices, implants and grafts"
T82,837S,T82837S,"Hemorrhage due to cardiac prosthetic devices, implants and grafts, sequela","Hemorrhage due to cardiac prosthetic devices, implants and grafts"
T82,838A,T82838A,"Hemorrhage due to vascular prosthetic devices, implants and grafts, initial encounter","Hemorrhage due to vascular prosthetic devices, implants and grafts"
T82,838D,T82838D,"Hemorrhage due to vascular prosthetic devices, implants and grafts, subsequent encounter","Hemorrhage due to vascular prosthetic devices, implants and grafts"
T82,838S,T82838S,"Hemorrhage due to vascular prosthetic devices, implants and grafts, sequela","Hemorrhage due to vascular prosthetic devices, implants and grafts"
T82,847A,T82847A,"Pain due to cardiac prosthetic devices, implants and grafts, initial encounter","Pain due to cardiac prosthetic devices, implants and grafts"
T82,847D,T82847D,"Pain due to cardiac prosthetic devices, implants and grafts, subsequent encounter","Pain due to cardiac prosthetic devices, implants and grafts"
T82,847S,T82847S,"Pain due to cardiac prosthetic devices, implants and grafts, sequela","Pain due to cardiac prosthetic devices, implants and grafts"
T82,848A,T82848A,"Pain due to vascular prosthetic devices, implants and grafts, initial encounter","Pain due to vascular prosthetic devices, implants and grafts"
T82,848D,T82848D,"Pain due to vascular prosthetic devices, implants and grafts, subsequent encounter","Pain due to vascular prosthetic devices, implants and grafts"
T82,848S,T82848S,"Pain due to vascular prosthetic devices, implants and grafts, sequela","Pain due to vascular prosthetic devices, implants and grafts"
