Group,Subgroup,Code,Desc,Category
Q24,5,Q245,Malformation of coronary vessels,Other congenital malformations of heart
Q24,6,Q246,Congenital heart block,Other congenital malformations of heart
Q24,8,Q248,Other specified congenital malformations of heart,Other congenital malformations of heart
Q24,9,Q249,"Congenital malformation of heart, unspecified",Other congenital malformations of heart
Q25,0,Q250,Patent ductus arteriosus,Congenital malformations of great arteries
Q25,1,Q251,Coarctation of aorta,Congenital malformations of great arteries
Q25,21,Q2521,Interruption of aortic arch,Atresia of aorta
Q25,29,Q2529,Other atresia of aorta,Atresia of aorta
Q25,3,Q253,Supravalvular aortic stenosis,Supravalvular aortic stenosis
Q25,40,Q2540,Congenital malformation of aorta unspecified,Other congenital malformations of aorta
Q25,41,Q2541,Absence and aplasia of aorta,Other congenital malformations of aorta
Q25,42,Q2542,Hypoplasia of aorta,Other congenital malformations of aorta
Q25,43,Q2543,Congenital aneurysm of aorta,Other congenital malformations of aorta
Q25,44,Q2544,Congenital dilation of aorta,Other congenital malformations of aorta
Q25,45,Q2545,Double aortic arch,Other congenital malformations of aorta
Q25,46,Q2546,Tortuous aortic arch,Other congenital malformations of aorta
Q25,47,Q2547,Right aortic arch,Other congenital malformations of aorta
Q25,48,Q2548,Anomalous origin of subclavian artery,Other congenital malformations of aorta
Q25,49,Q2549,Other congenital malformations of aorta,Other congenital malformations of aorta
Q25,5,Q255,Atresia of pulmonary artery,Atresia of pulmonary artery
Q25,6,Q256,Stenosis of pulmonary artery,Stenosis of pulmonary artery
Q25,71,Q2571,Coarctation of pulmonary artery,Other congenital malformations of pulmonary artery
Q25,72,Q2572,Congenital pulmonary arteriovenous malformation,Other congenital malformations of pulmonary artery
Q25,79,Q2579,Other congenital malformations of pulmonary artery,Other congenital malformations of pulmonary artery
Q25,8,Q258,Other congenital malformations of other great arteries,Other congenital malformations of other great arteries
Q25,9,Q259,"Congenital malformation of great arteries, unspecified","Congenital malformation of great arteries, unspecified"
Q26,0,Q260,Congenital stenosis of vena cava,Congenital malformations of great veins
Q26,1,Q261,Persistent left superior vena cava,Congenital malformations of great veins
Q26,2,Q262,Total anomalous pulmonary venous connection,Congenital malformations of great veins
Q26,3,Q263,Partial anomalous pulmonary venous connection,Congenital malformations of great veins
Q26,4,Q264,"Anomalous pulmonary venous connection, unspecified",Congenital malformations of great veins
Q26,5,Q265,Anomalous portal venous connection,Congenital malformations of great veins
Q26,6,Q266,Portal vein-hepatic artery fistula,Congenital malformations of great veins
Q26,8,Q268,Other congenital malformations of great veins,Congenital malformations of great veins
Q26,9,Q269,"Congenital malformation of great vein, unspecified",Congenital malformations of great veins
Q27,0,Q270,Congenital absence and hypoplasia of umbilical artery,Other congenital malformations of peripheral vascular system
Q27,1,Q271,Congenital renal artery stenosis,Other congenital malformations of peripheral vascular system
Q27,2,Q272,Other congenital malformations of renal artery,Other congenital malformations of peripheral vascular system
Q27,30,Q2730,"Arteriovenous malformation, site unspecified",Arteriovenous malformation (peripheral)
Q27,31,Q2731,Arteriovenous malformation of vessel of upper limb,Arteriovenous malformation (peripheral)
Q27,32,Q2732,Arteriovenous malformation of vessel of lower limb,Arteriovenous malformation (peripheral)
Q27,33,Q2733,Arteriovenous malformation of digestive system vessel,Arteriovenous malformation (peripheral)
Q27,34,Q2734,Arteriovenous malformation of renal vessel,Arteriovenous malformation (peripheral)
Q27,39,Q2739,"Arteriovenous malformation, other site",Arteriovenous malformation (peripheral)
Q27,4,Q274,Congenital phlebectasia,Congenital phlebectasia
Q27,8,Q278,Other specified congenital malformations of peripheral vascular system,Other specified congenital malformations of peripheral vascular system
Q27,9,Q279,"Congenital malformation of peripheral vascular system, unspecified","Congenital malformation of peripheral vascular system, unspecified"
Q28,0,Q280,Arteriovenous malformation of precerebral vessels,Other congenital malformations of circulatory system
Q28,1,Q281,Other malformations of precerebral vessels,Other congenital malformations of circulatory system
Q28,2,Q282,Arteriovenous malformation of cerebral vessels,Other congenital malformations of circulatory system
Q28,3,Q283,Other malformations of cerebral vessels,Other congenital malformations of circulatory system
Q28,8,Q288,Other specified congenital malformations of circulatory system,Other congenital malformations of circulatory system
Q28,9,Q289,"Congenital malformation of circulatory system, unspecified",Other congenital malformations of circulatory system
Q30,0,Q300,Choanal atresia,Congenital malformations of nose
Q30,1,Q301,Agenesis and underdevelopment of nose,Congenital malformations of nose
Q30,2,Q302,"Fissured, notched and cleft nose",Congenital malformations of nose
Q30,3,Q303,Congenital perforated nasal septum,Congenital malformations of nose
Q30,8,Q308,Other congenital malformations of nose,Congenital malformations of nose
Q30,9,Q309,"Congenital malformation of nose, unspecified",Congenital malformations of nose
Q31,0,Q310,Web of larynx,Congenital malformations of larynx
Q31,1,Q311,Congenital subglottic stenosis,Congenital malformations of larynx
Q31,2,Q312,Laryngeal hypoplasia,Congenital malformations of larynx
Q31,3,Q313,Laryngocele,Congenital malformations of larynx
Q31,5,Q315,Congenital laryngomalacia,Congenital malformations of larynx
Q31,8,Q318,Other congenital malformations of larynx,Congenital malformations of larynx
Q31,9,Q319,"Congenital malformation of larynx, unspecified",Congenital malformations of larynx
Q32,0,Q320,Congenital tracheomalacia,Congenital malformations of trachea and bronchus
Q32,1,Q321,Other congenital malformations of trachea,Congenital malformations of trachea and bronchus
Q32,2,Q322,Congenital bronchomalacia,Congenital malformations of trachea and bronchus
Q32,3,Q323,Congenital stenosis of bronchus,Congenital malformations of trachea and bronchus
Q32,4,Q324,Other congenital malformations of bronchus,Congenital malformations of trachea and bronchus
Q33,0,Q330,Congenital cystic lung,Congenital malformations of lung
Q33,1,Q331,Accessory lobe of lung,Congenital malformations of lung
Q33,2,Q332,Sequestration of lung,Congenital malformations of lung
Q33,3,Q333,Agenesis of lung,Congenital malformations of lung
Q33,4,Q334,Congenital bronchiectasis,Congenital malformations of lung
Q33,5,Q335,Ectopic tissue in lung,Congenital malformations of lung
Q33,6,Q336,Congenital hypoplasia and dysplasia of lung,Congenital malformations of lung
Q33,8,Q338,Other congenital malformations of lung,Congenital malformations of lung
Q33,9,Q339,"Congenital malformation of lung, unspecified",Congenital malformations of lung
Q34,0,Q340,Anomaly of pleura,Other congenital malformations of respiratory system
Q34,1,Q341,Congenital cyst of mediastinum,Other congenital malformations of respiratory system
Q34,8,Q348,Other specified congenital malformations of respiratory system,Other congenital malformations of respiratory system
Q34,9,Q349,"Congenital malformation of respiratory system, unspecified",Other congenital malformations of respiratory system
Q35,1,Q351,Cleft hard palate,Cleft palate
Q35,3,Q353,Cleft soft palate,Cleft palate
Q35,5,Q355,Cleft hard palate with cleft soft palate,Cleft palate
Q35,7,Q357,Cleft uvula,Cleft palate
Q35,9,Q359,"Cleft palate, unspecified",Cleft palate
Q36,0,Q360,"Cleft lip, bilateral",Cleft lip
Q36,1,Q361,"Cleft lip, median",Cleft lip
Q36,9,Q369,"Cleft lip, unilateral",Cleft lip
Q37,0,Q370,Cleft hard palate with bilateral cleft lip,Cleft palate with cleft lip
Q37,1,Q371,Cleft hard palate with unilateral cleft lip,Cleft palate with cleft lip
Q37,2,Q372,Cleft soft palate with bilateral cleft lip,Cleft palate with cleft lip
Q37,3,Q373,Cleft soft palate with unilateral cleft lip,Cleft palate with cleft lip
Q37,4,Q374,Cleft hard and soft palate with bilateral cleft lip,Cleft palate with cleft lip
Q37,5,Q375,Cleft hard and soft palate with unilateral cleft lip,Cleft palate with cleft lip
Q37,8,Q378,Unspecified cleft palate with bilateral cleft lip,Cleft palate with cleft lip
Q37,9,Q379,Unspecified cleft palate with unilateral cleft lip,Cleft palate with cleft lip
Q38,0,Q380,"Congenital malformations of lips, not elsewhere classified","Other congenital malformations of tongue, mouth and pharynx"
Q38,1,Q381,Ankyloglossia,"Other congenital malformations of tongue, mouth and pharynx"
Q38,2,Q382,Macroglossia,"Other congenital malformations of tongue, mouth and pharynx"
Q38,3,Q383,Other congenital malformations of tongue,"Other congenital malformations of tongue, mouth and pharynx"
Q38,4,Q384,Congenital malformations of salivary glands and ducts,"Other congenital malformations of tongue, mouth and pharynx"
Q38,5,Q385,"Congenital malformations of palate, not elsewhere classified","Other congenital malformations of tongue, mouth and pharynx"
Q38,6,Q386,Other congenital malformations of mouth,"Other congenital malformations of tongue, mouth and pharynx"
Q38,7,Q387,Congenital pharyngeal pouch,"Other congenital malformations of tongue, mouth and pharynx"
Q38,8,Q388,Other congenital malformations of pharynx,"Other congenital malformations of tongue, mouth and pharynx"
Q39,0,Q390,Atresia of esophagus without fistula,Congenital malformations of esophagus
Q39,1,Q391,Atresia of esophagus with tracheo-esophageal fistula,Congenital malformations of esophagus
Q39,2,Q392,Congenital tracheo-esophageal fistula without atresia,Congenital malformations of esophagus
Q39,3,Q393,Congenital stenosis and stricture of esophagus,Congenital malformations of esophagus
Q39,4,Q394,Esophageal web,Congenital malformations of esophagus
Q39,5,Q395,Congenital dilatation of esophagus,Congenital malformations of esophagus
Q39,6,Q396,Congenital diverticulum of esophagus,Congenital malformations of esophagus
Q39,8,Q398,Other congenital malformations of esophagus,Congenital malformations of esophagus
Q39,9,Q399,"Congenital malformation of esophagus, unspecified",Congenital malformations of esophagus
Q40,0,Q400,Congenital hypertrophic pyloric stenosis,Other congenital malformations of upper alimentary tract
Q40,1,Q401,Congenital hiatus hernia,Other congenital malformations of upper alimentary tract
Q40,2,Q402,Other specified congenital malformations of stomach,Other congenital malformations of upper alimentary tract
Q40,3,Q403,"Congenital malformation of stomach, unspecified",Other congenital malformations of upper alimentary tract
Q40,8,Q408,Other specified congenital malformations of upper alimentary tract,Other congenital malformations of upper alimentary tract
Q40,9,Q409,"Congenital malformation of upper alimentary tract, unspecified",Other congenital malformations of upper alimentary tract
Q41,0,Q410,"Congenital absence, atresia and stenosis of duodenum","Congenital absence, atresia and stenosis of small intestine"
Q41,1,Q411,"Congenital absence, atresia and stenosis of jejunum","Congenital absence, atresia and stenosis of small intestine"
Q41,2,Q412,"Congenital absence, atresia and stenosis of ileum","Congenital absence, atresia and stenosis of small intestine"
Q41,8,Q418,"Congenital absence, atresia and stenosis of other specified parts of small intestine","Congenital absence, atresia and stenosis of small intestine"
Q41,9,Q419,"Congenital absence, atresia and stenosis of small intestine, part unspecified","Congenital absence, atresia and stenosis of small intestine"
Q42,0,Q420,"Congenital absence, atresia and stenosis of rectum with fistula","Congenital absence, atresia and stenosis of large intestine"
Q42,1,Q421,"Congenital absence, atresia and stenosis of rectum without fistula","Congenital absence, atresia and stenosis of large intestine"
Q42,2,Q422,"Congenital absence, atresia and stenosis of anus with fistula","Congenital absence, atresia and stenosis of large intestine"
Q42,3,Q423,"Congenital absence, atresia and stenosis of anus without fistula","Congenital absence, atresia and stenosis of large intestine"
Q42,8,Q428,"Congenital absence, atresia and stenosis of other parts of large intestine","Congenital absence, atresia and stenosis of large intestine"
Q42,9,Q429,"Congenital absence, atresia and stenosis of large intestine, part unspecified","Congenital absence, atresia and stenosis of large intestine"
Q43,0,Q430,Meckel's diverticulum (displaced) (hypertrophic),Other congenital malformations of intestine
Q43,1,Q431,Hirschsprung's disease,Other congenital malformations of intestine
Q43,2,Q432,Other congenital functional disorders of colon,Other congenital malformations of intestine
Q43,3,Q433,Congenital malformations of intestinal fixation,Other congenital malformations of intestine
Q43,4,Q434,Duplication of intestine,Other congenital malformations of intestine
Q43,5,Q435,Ectopic anus,Other congenital malformations of intestine
Q43,6,Q436,Congenital fistula of rectum and anus,Other congenital malformations of intestine
Q43,7,Q437,Persistent cloaca,Other congenital malformations of intestine
Q43,8,Q438,Other specified congenital malformations of intestine,Other congenital malformations of intestine
Q43,9,Q439,"Congenital malformation of intestine, unspecified",Other congenital malformations of intestine
Q44,0,Q440,"Agenesis, aplasia and hypoplasia of gallbladder","Congenital malformations of gallbladder, bile ducts and liver"
Q44,1,Q441,Other congenital malformations of gallbladder,"Congenital malformations of gallbladder, bile ducts and liver"
Q44,2,Q442,Atresia of bile ducts,"Congenital malformations of gallbladder, bile ducts and liver"
Q44,3,Q443,Congenital stenosis and stricture of bile ducts,"Congenital malformations of gallbladder, bile ducts and liver"
Q44,4,Q444,Choledochal cyst,"Congenital malformations of gallbladder, bile ducts and liver"
Q44,5,Q445,Other congenital malformations of bile ducts,"Congenital malformations of gallbladder, bile ducts and liver"
Q44,6,Q446,Cystic disease of liver,"Congenital malformations of gallbladder, bile ducts and liver"
Q44,7,Q447,Other congenital malformations of liver,"Congenital malformations of gallbladder, bile ducts and liver"
Q45,0,Q450,"Agenesis, aplasia and hypoplasia of pancreas",Other congenital malformations of digestive system
Q45,1,Q451,Annular pancreas,Other congenital malformations of digestive system
Q45,2,Q452,Congenital pancreatic cyst,Other congenital malformations of digestive system
Q45,3,Q453,Other congenital malformations of pancreas and pancreatic duct,Other congenital malformations of digestive system
Q45,8,Q458,Other specified congenital malformations of digestive system,Other congenital malformations of digestive system
Q45,9,Q459,"Congenital malformation of digestive system, unspecified",Other congenital malformations of digestive system
Q50,01,Q5001,"Congenital absence of ovary, unilateral",Congenital absence of ovary
Q50,02,Q5002,"Congenital absence of ovary, bilateral",Congenital absence of ovary
Q50,1,Q501,Developmental ovarian cyst,Developmental ovarian cyst
Q50,2,Q502,Congenital torsion of ovary,Congenital torsion of ovary
Q50,31,Q5031,Accessory ovary,Other congenital malformations of ovary
Q50,32,Q5032,Ovarian streak,Other congenital malformations of ovary
Q50,39,Q5039,Other congenital malformation of ovary,Other congenital malformations of ovary
Q50,4,Q504,Embryonic cyst of fallopian tube,Embryonic cyst of fallopian tube
Q50,5,Q505,Embryonic cyst of broad ligament,Embryonic cyst of broad ligament
Q50,6,Q506,Other congenital malformations of fallopian tube and broad ligament,Other congenital malformations of fallopian tube and broad ligament
Q51,0,Q510,Agenesis and aplasia of uterus,Congenital malformations of uterus and cervix
Q51,10,Q5110,Doubling of uterus with doubling of cervix and vagina without obstruction,Doubling of uterus with doubling of cervix and vagina
Q51,11,Q5111,Doubling of uterus with doubling of cervix and vagina with obstruction,Doubling of uterus with doubling of cervix and vagina
Q51,2,Q512,Other doubling of uterus,Other doubling of uterus
Q51,3,Q513,Bicornate uterus,Bicornate uterus
Q51,4,Q514,Unicornate uterus,Unicornate uterus
Q51,5,Q515,Agenesis and aplasia of cervix,Agenesis and aplasia of cervix
Q51,6,Q516,Embryonic cyst of cervix,Embryonic cyst of cervix
Q51,7,Q517,Congenital fistulae between uterus and digestive and urinary tracts,Congenital fistulae between uterus and digestive and urinary tracts
Q51,810,Q51810,Arcuate uterus,Other congenital malformations of uterus
Q51,811,Q51811,Hypoplasia of uterus,Other congenital malformations of uterus
Q51,818,Q51818,Other congenital malformations of uterus,Other congenital malformations of uterus
Q51,820,Q51820,Cervical duplication,Other congenital malformations of cervix
Q51,821,Q51821,Hypoplasia of cervix,Other congenital malformations of cervix
Q51,828,Q51828,Other congenital malformations of cervix,Other congenital malformations of cervix
Q51,9,Q519,"Congenital malformation of uterus and cervix, unspecified","Congenital malformation of uterus and cervix, unspecified"
Q52,0,Q520,Congenital absence of vagina,Other congenital malformations of female genitalia
Q52,10,Q5210,"Doubling of vagina, unspecified",Doubling of vagina
Q52,11,Q5211,Transverse vaginal septum,Doubling of vagina
Q52,120,Q52120,"Longitudinal vaginal septum, nonobstructing",Longitudinal vaginal septum
Q52,121,Q52121,"Longitudinal vaginal septum, obstructing, right side",Longitudinal vaginal septum
Q52,122,Q52122,"Longitudinal vaginal septum, obstructing, left side",Longitudinal vaginal septum
Q52,123,Q52123,"Longitudinal vaginal septum, microperforate, right side",Longitudinal vaginal septum
Q52,124,Q52124,"Longitudinal vaginal septum, microperforate, left side",Longitudinal vaginal septum
Q52,129,Q52129,Other and unspecified longitudinal vaginal septum,Longitudinal vaginal septum
Q52,2,Q522,Congenital rectovaginal fistula,Congenital rectovaginal fistula
Q52,3,Q523,Imperforate hymen,Imperforate hymen
Q52,4,Q524,Other congenital malformations of vagina,Other congenital malformations of vagina
Q52,5,Q525,Fusion of labia,Fusion of labia
Q52,6,Q526,Congenital malformation of clitoris,Congenital malformation of clitoris
Q52,70,Q5270,Unspecified congenital malformations of vulva,Other and unspecified congenital malformations of vulva
Q52,71,Q5271,Congenital absence of vulva,Other and unspecified congenital malformations of vulva
Q52,79,Q5279,Other congenital malformations of vulva,Other and unspecified congenital malformations of vulva
Q52,8,Q528,Other specified congenital malformations of female genitalia,Other specified congenital malformations of female genitalia
Q52,9,Q529,"Congenital malformation of female genitalia, unspecified","Congenital malformation of female genitalia, unspecified"
Q53,00,Q5300,"Ectopic testis, unspecified",Ectopic testis
Q53,01,Q5301,"Ectopic testis, unilateral",Ectopic testis
Q53,02,Q5302,"Ectopic testes, bilateral",Ectopic testis
Q53,10,Q5310,"Unspecified undescended testicle, unilateral","Undescended testicle, unilateral"
Q53,111,Q53111,Unilateral intraabdominal testis,"Abdominal testis, unilateral"
Q53,112,Q53112,Unilateral inguinal testis,"Abdominal testis, unilateral"
Q53,12,Q5312,"Ectopic perineal testis, unilateral","Ectopic perineal testis, unilateral"
Q53,13,Q5313,Unilateral high scrotal testis,Unilateral high scrotal testis
Q53,20,Q5320,"Undescended testicle, unspecified, bilateral","Undescended testicle, bilateral"
Q53,211,Q53211,Bilateral intraabdominal testes,"Abdominal testis, bilateral"
Q53,212,Q53212,Bilateral inguinal testes,"Abdominal testis, bilateral"
Q53,22,Q5322,"Ectopic perineal testis, bilateral","Ectopic perineal testis, bilateral"
Q53,23,Q5323,Bilateral high scrotal testes,Bilateral high scrotal testes
Q53,9,Q539,"Undescended testicle, unspecified","Undescended testicle, unspecified"
Q54,0,Q540,"Hypospadias, balanic",Hypospadias
Q54,1,Q541,"Hypospadias, penile",Hypospadias
Q54,2,Q542,"Hypospadias, penoscrotal",Hypospadias
Q54,3,Q543,"Hypospadias, perineal",Hypospadias
Q54,4,Q544,Congenital chordee,Hypospadias
Q54,8,Q548,Other hypospadias,Hypospadias
Q54,9,Q549,"Hypospadias, unspecified",Hypospadias
Q55,0,Q550,Absence and aplasia of testis,Other congenital malformations of male genital organs
Q55,1,Q551,Hypoplasia of testis and scrotum,Other congenital malformations of male genital organs
Q55,20,Q5520,Unspecified congenital malformations of testis and scrotum,Other and unspecified congenital malformations of testis and scrotum
Q55,21,Q5521,Polyorchism,Other and unspecified congenital malformations of testis and scrotum
Q55,22,Q5522,Retractile testis,Other and unspecified congenital malformations of testis and scrotum
Q55,23,Q5523,Scrotal transposition,Other and unspecified congenital malformations of testis and scrotum
Q55,29,Q5529,Other congenital malformations of testis and scrotum,Other and unspecified congenital malformations of testis and scrotum
Q55,3,Q553,Atresia of vas deferens,Atresia of vas deferens
Q55,4,Q554,"Other congenital malformations of vas deferens, epididymis, seminal vesicles and prostate","Other congenital malformations of vas deferens, epididymis, seminal vesicles and prostate"
Q55,5,Q555,Congenital absence and aplasia of penis,Congenital absence and aplasia of penis
Q55,61,Q5561,Curvature of penis (lateral),Other congenital malformations of penis
Q55,62,Q5562,Hypoplasia of penis,Other congenital malformations of penis
Q55,63,Q5563,Congenital torsion of penis,Other congenital malformations of penis
Q55,64,Q5564,Hidden penis,Other congenital malformations of penis
Q55,69,Q5569,Other congenital malformation of penis,Other congenital malformations of penis
Q55,7,Q557,Congenital vasocutaneous fistula,Congenital vasocutaneous fistula
Q55,8,Q558,Other specified congenital malformations of male genital organs,Other specified congenital malformations of male genital organs
Q55,9,Q559,"Congenital malformation of male genital organ, unspecified","Congenital malformation of male genital organ, unspecified"
Q56,0,Q560,"Hermaphroditism, not elsewhere classified",Indeterminate sex and pseudohermaphroditism
Q56,1,Q561,"Male pseudohermaphroditism, not elsewhere classified",Indeterminate sex and pseudohermaphroditism
Q56,2,Q562,"Female pseudohermaphroditism, not elsewhere classified",Indeterminate sex and pseudohermaphroditism
Q56,3,Q563,"Pseudohermaphroditism, unspecified",Indeterminate sex and pseudohermaphroditism
Q56,4,Q564,"Indeterminate sex, unspecified",Indeterminate sex and pseudohermaphroditism
Q60,0,Q600,"Renal agenesis, unilateral",Renal agenesis and other reduction defects of kidney
Q60,1,Q601,"Renal agenesis, bilateral",Renal agenesis and other reduction defects of kidney
Q60,2,Q602,"Renal agenesis, unspecified",Renal agenesis and other reduction defects of kidney
Q60,3,Q603,"Renal hypoplasia, unilateral",Renal agenesis and other reduction defects of kidney
Q60,4,Q604,"Renal hypoplasia, bilateral",Renal agenesis and other reduction defects of kidney
Q60,5,Q605,"Renal hypoplasia, unspecified",Renal agenesis and other reduction defects of kidney
Q60,6,Q606,Potter's syndrome,Renal agenesis and other reduction defects of kidney
Q61,00,Q6100,"Congenital renal cyst, unspecified",Congenital renal cyst
Q61,01,Q6101,Congenital single renal cyst,Congenital renal cyst
Q61,02,Q6102,Congenital multiple renal cysts,Congenital renal cyst
Q61,11,Q6111,Cystic dilatation of collecting ducts,"Polycystic kidney, infantile type"
Q61,19,Q6119,"Other polycystic kidney, infantile type","Polycystic kidney, infantile type"
Q61,2,Q612,"Polycystic kidney, adult type","Polycystic kidney, adult type"
Q61,3,Q613,"Polycystic kidney, unspecified","Polycystic kidney, unspecified"
Q61,4,Q614,Renal dysplasia,Renal dysplasia
Q61,5,Q615,Medullary cystic kidney,Medullary cystic kidney
Q61,8,Q618,Other cystic kidney diseases,Other cystic kidney diseases
Q61,9,Q619,"Cystic kidney disease, unspecified","Cystic kidney disease, unspecified"
Q62,0,Q620,Congenital hydronephrosis,Congenital obstructive defects of renal pelvis and congenital malformations of ureter
Q62,10,Q6210,"Congenital occlusion of ureter, unspecified",Congenital occlusion of ureter
Q62,11,Q6211,Congenital occlusion of ureteropelvic junction,Congenital occlusion of ureter
Q62,12,Q6212,Congenital occlusion of ureterovesical orifice,Congenital occlusion of ureter
Q62,2,Q622,Congenital megaureter,Congenital megaureter
Q62,31,Q6231,"Congenital ureterocele, orthotopic",Other obstructive defects of renal pelvis and ureter
Q62,32,Q6232,Cecoureterocele,Other obstructive defects of renal pelvis and ureter
Q62,39,Q6239,Other obstructive defects of renal pelvis and ureter,Other obstructive defects of renal pelvis and ureter
Q62,4,Q624,Agenesis of ureter,Agenesis of ureter
Q62,5,Q625,Duplication of ureter,Duplication of ureter
Q62,60,Q6260,"Malposition of ureter, unspecified",Malposition of ureter
Q62,61,Q6261,Deviation of ureter,Malposition of ureter
Q62,62,Q6262,Displacement of ureter,Malposition of ureter
Q62,63,Q6263,Anomalous implantation of ureter,Malposition of ureter
Q62,69,Q6269,Other malposition of ureter,Malposition of ureter
Q62,7,Q627,Congenital vesico-uretero-renal reflux,Congenital vesico-uretero-renal reflux
Q62,8,Q628,Other congenital malformations of ureter,Other congenital malformations of ureter
Q63,0,Q630,Accessory kidney,Other congenital malformations of kidney
Q63,1,Q631,"Lobulated, fused and horseshoe kidney",Other congenital malformations of kidney
Q63,2,Q632,Ectopic kidney,Other congenital malformations of kidney
Q63,3,Q633,Hyperplastic and giant kidney,Other congenital malformations of kidney
Q63,8,Q638,Other specified congenital malformations of kidney,Other congenital malformations of kidney
Q63,9,Q639,"Congenital malformation of kidney, unspecified",Other congenital malformations of kidney
Q64,0,Q640,Epispadias,Other congenital malformations of urinary system
Q64,10,Q6410,"Exstrophy of urinary bladder, unspecified",Exstrophy of urinary bladder
Q64,11,Q6411,Supravesical fissure of urinary bladder,Exstrophy of urinary bladder
Q64,12,Q6412,Cloacal exstrophy of urinary bladder,Exstrophy of urinary bladder
Q64,19,Q6419,Other exstrophy of urinary bladder,Exstrophy of urinary bladder
Q64,2,Q642,Congenital posterior urethral valves,Congenital posterior urethral valves
Q64,31,Q6431,Congenital bladder neck obstruction,Other atresia and stenosis of urethra and bladder neck
Q64,32,Q6432,Congenital stricture of urethra,Other atresia and stenosis of urethra and bladder neck
Q64,33,Q6433,Congenital stricture of urinary meatus,Other atresia and stenosis of urethra and bladder neck
Q64,39,Q6439,Other atresia and stenosis of urethra and bladder neck,Other atresia and stenosis of urethra and bladder neck
Q64,4,Q644,Malformation of urachus,Malformation of urachus
Q64,5,Q645,Congenital absence of bladder and urethra,Congenital absence of bladder and urethra
Q64,6,Q646,Congenital diverticulum of bladder,Congenital diverticulum of bladder
Q64,70,Q6470,Unspecified congenital malformation of bladder and urethra,Other and unspecified congenital malformations of bladder and urethra
Q64,71,Q6471,Congenital prolapse of urethra,Other and unspecified congenital malformations of bladder and urethra
Q64,72,Q6472,Congenital prolapse of urinary meatus,Other and unspecified congenital malformations of bladder and urethra
Q64,73,Q6473,Congenital urethrorectal fistula,Other and unspecified congenital malformations of bladder and urethra
Q64,74,Q6474,Double urethra,Other and unspecified congenital malformations of bladder and urethra
Q64,75,Q6475,Double urinary meatus,Other and unspecified congenital malformations of bladder and urethra
Q64,79,Q6479,Other congenital malformations of bladder and urethra,Other and unspecified congenital malformations of bladder and urethra
Q64,8,Q648,Other specified congenital malformations of urinary system,Other specified congenital malformations of urinary system
Q64,9,Q649,"Congenital malformation of urinary system, unspecified","Congenital malformation of urinary system, unspecified"
Q65,00,Q6500,"Congenital dislocation of unspecified hip, unilateral","Congenital dislocation of hip, unilateral"
Q65,01,Q6501,"Congenital dislocation of right hip, unilateral","Congenital dislocation of hip, unilateral"
Q65,02,Q6502,"Congenital dislocation of left hip, unilateral","Congenital dislocation of hip, unilateral"
Q65,1,Q651,"Congenital dislocation of hip, bilateral","Congenital dislocation of hip, bilateral"
Q65,2,Q652,"Congenital dislocation of hip, unspecified","Congenital dislocation of hip, unspecified"
Q65,30,Q6530,"Congenital partial dislocation of unspecified hip, unilateral","Congenital partial dislocation of hip, unilateral"
Q65,31,Q6531,"Congenital partial dislocation of right hip, unilateral","Congenital partial dislocation of hip, unilateral"
Q65,32,Q6532,"Congenital partial dislocation of left hip, unilateral","Congenital partial dislocation of hip, unilateral"
Q65,4,Q654,"Congenital partial dislocation of hip, bilateral","Congenital partial dislocation of hip, bilateral"
Q65,5,Q655,"Congenital partial dislocation of hip, unspecified","Congenital partial dislocation of hip, unspecified"
Q65,6,Q656,Congenital unstable hip,Congenital unstable hip
Q65,81,Q6581,Congenital coxa valga,Other congenital deformities of hip
Q65,82,Q6582,Congenital coxa vara,Other congenital deformities of hip
Q65,89,Q6589,Other specified congenital deformities of hip,Other congenital deformities of hip
Q65,9,Q659,"Congenital deformity of hip, unspecified","Congenital deformity of hip, unspecified"
Q66,0,Q660,Congenital talipes equinovarus,Congenital deformities of feet
Q66,1,Q661,Congenital talipes calcaneovarus,Congenital deformities of feet
Q66,21,Q6621,Congenital metatarsus primus varus,Congenital metatarsus (primus) varus
Q66,22,Q6622,Congenital metatarsus adductus,Congenital metatarsus (primus) varus
Q66,3,Q663,Other congenital varus deformities of feet,Other congenital varus deformities of feet
Q66,4,Q664,Congenital talipes calcaneovalgus,Congenital talipes calcaneovalgus
Q66,50,Q6650,"Congenital pes planus, unspecified foot",Congenital pes planus
Q66,51,Q6651,"Congenital pes planus, right foot",Congenital pes planus
Q66,52,Q6652,"Congenital pes planus, left foot",Congenital pes planus
Q66,6,Q666,Other congenital valgus deformities of feet,Other congenital valgus deformities of feet
Q66,7,Q667,Congenital pes cavus,Congenital pes cavus
Q66,80,Q6680,"Congenital vertical talus deformity, unspecified foot",Other congenital deformities of feet
Q66,81,Q6681,"Congenital vertical talus deformity, right foot",Other congenital deformities of feet
Q66,82,Q6682,"Congenital vertical talus deformity, left foot",Other congenital deformities of feet
Q66,89,Q6689,Other  specified congenital deformities of feet,Other congenital deformities of feet
Q66,9,Q669,"Congenital deformity of feet, unspecified","Congenital deformity of feet, unspecified"
Q67,0,Q670,Congenital facial asymmetry,"Congenital musculoskeletal deformities of head, face, spine and chest"
Q67,1,Q671,Congenital compression facies,"Congenital musculoskeletal deformities of head, face, spine and chest"
Q67,2,Q672,Dolichocephaly,"Congenital musculoskeletal deformities of head, face, spine and chest"
